category,text
politics,Առաջարկել եմ պայքարի այս փուլում ժամանակավորապես կասեցնել իմ անդամակցությունը ԱԺԲ Խորհրդի կազմում. Վահե Գասպարյան
politics,"«Բարեբախտաբար, «Կանազ» մշակույթի տան ճակատային հատվածը հրդեհի հետևանքով չի տուժել, վնասվել է տանիքն ու ներքին հարդարանքը»"
politics,"Վախենում են՝ հանկարծ Սամվել Կարապետյանը կշփվի ժողովրդի հետ, ու ժողովուրդը կհավատա նրան. Նարեկ Կարապետյան"
politics,Թուրքիան պետք է դադարեցնի արտերկրում փոքրամասնությունների կոտորածներին աջակցությունը. Հայ դատի Ավստրալիայի հանձնախումբ
politics,«Նիկոլը գլխավորում է պատերազմի ու պարտության կուսակցությունը: Մենք երաշխավորված խաղաղություն և զարգացում ենք ապահովելու». Անդրանիկ Թևանյան
politics,"Ի՞նչ է սա, եթե ոչ հիբրիդային ազդեցության մեխանիզմ, որն իշխանությունների կողմից կիրառվում է սեփական քաղաքացիների նկատմամբ. Շիրազ Խաչատրյան"
politics,"«Նիկոլ Փաշինյանն ուղղակի հոգեվարքի մեջ է։ Ինքը հոգեպես անհավասարակշիռ վիճակում է հայտնվել, քանի որ հասկանում է՝ հողը ոտքերի տակից գնում է». Անդրանիկ Թևանյանը արձագանքել է Նիկոլ Փաշինյանին"
politics,Հայաստանի գործընկերների հետ ունեցել ենք արդյունավետ քննարկումներ՝ հետագա համագործակցության խթանման նպատակով. Հնդկաստանի ԶՈՒ պաշտպանության շտաբի պետը՝ Փաշինյանին
politics,Նպատակ ունեն ռուսական տնտեսական տիրույթից ՀՀ-ին բերել թուրքական տնտեսական տիրույթ և վերջնարդյունքում պայմաններ թելադրել. ռազմական փորձագետ
politics,"Փաշինյանն այդպես էլ չպատասխանեց Թաթոյանի հարցին, թե Սոնա Մնացականյանի վրաերթի գործով իրեն ուղեկցող մեքենաների ռադիոկապի ձայնագրությունն ինչո՞ւ են ոչնչացրել. Րաֆֆի Ասլանյան"
politics,"«Բաքվում պահվող բոլոր հայ գերիները պետք է լինեն տանը, նրանք այնտեղ են հայ լինելու և հայրենասեր լինելու համար»․ Նարեկ Կարապետյան"
politics,"Ինքը այդպես փրկեց Արցախը, որի արդյունքը տեսանք, հիմա էլ փրկում է Հայաստանը, մարդկությանը, եկեղեցին. Խաչիկ Մանուկյան"
politics,"Եթե մեկ անգամ պետությունը սահմանն անցնում է, նրա համար էլ կարմիր գծեր չեն կարող լինել․ Տիգրան Աբրահամյան"
politics,"«Փախածներ», «պանդուխտի հոգեբանություն»… Ամենասարսափելին այն է, որ այս խոսքերն ասում է պետության ղեկավարը. Հակոբ Հակոբյան"
politics,"Այս քարոզարշավին չենք էլ ուզում մասնակցել, որ այս ատելության մթնոլորտի մաս չդառնանք. Արտակ Սարգսյան"
politics,"Մետրոպոլիտենի միջադեպը առաջինը չէր, և մեծ է իմ անհանգստությունը, որ վերջինը չէ: Հետևաբար պետք է մշակել քաղաքացու պահվածքի ուղեցույց. Էլինար Վարդանյան"
politics,"«Եթե Փաշինյանն արգելի որևէ ընդդիմադիր կուսակցություն, մնացածները պետք է բոյկոտեն ընտրություններ». Հարութ Սասունյան"
politics,"«Պարոն Փաշինյան, մեռնելս գուզե՞ս, ես հինգ հատ թոռ ունիմ»․ գյումրեցի կինը՝ վարչապետին"
politics,"Ոչ միայն Բրյուսելն ու Վաշինգտոնն են հեռու մեր տարածաշրջանից, այլև Մոսկվան, ու այնտեղից դժվար է երևում Փառուխի, Խծաբերդի և Սև Լճի, Ջերմուկի տեղը. Մարիա Կարապետյան"
politics,"Սա ընդգծված գեոպոլիտիկ եւ նախընտրական շոու է, որ վարկաբեկում է «Եվրոպա» հասկացությունը ՀՀ-ում, մյուս կողմից՝ ՀՀ ամենահակաեվրոպական իշխանությունների պարտադրվող վերարտադրման օպերացիա. Աշոտյան"
politics,Իրանում ՀՀ դեսպանն ընդունել է Մեղրիի սահմանային անցակետի արդիականացումն իրականացնող ընկերության ղեկավարությանը
politics,"«Ես այն մարդն եմ, ով կարողացել է խոշոր ներդրողների հրավիրել Հայաստան»․ Ռոբերտ Քոչարյան"
politics,Միհրան Մախսուդյանի նկատմամբ կիրառված գրավը 5 միլիոն դրամից իջեցվեց 1 միլիոն դրամի
politics,"Սրանից մոտ մեկ ու կես տասնամյակ առաջ նույն Մնացական Մարտիրոսյանը քննել է Մարտի 1-ի գործը, բայց՝ միանգամայն այլ տրամաբանության մեղադրանքով ու այլ մեղադրյալների նկատմամբ. Արման Գալոյան"
politics,Քարոզարշավի ողջ գործընթացը կառուցված է ինքնաարդարացումների և հանձնման գործընթացը անհաջող կոծկելու տրամաբանության վրա. Տիգրան Աբրահամյան
politics,Ընդդիմության մանդատը Նիկոլի դեմ պայքարին վնաս չէ. Շարմազանով
politics,"«Հայաստանում, այո՛, կա պատերազմի կուսակցություն, դա Նիկոլ Փաշինյանի գլխավորած կուսակցությունն է»․ Քրիստինե Վարդանյան"
politics,Վահան Կոստանյանն Իտալիայի ԱԳ և միջազգային համագործակցության նախարարի տեղակալի հետ քննարկել է երկկողմ օրակարգային հարցերի լայն շրջանակ
politics,Մի ամբողջ կյանք՝ վարձո՞վ. սա նորմալ չէ. Արթուր Միքայելյան
politics,Հուսով ենք «Անկախ դիտորդը» համապատասխան ուղղում կկատարի իր տարածած և իրականությանը չհամապատասխանող տեղեկատվության մեջ․ ԱԺԲ
politics,"«Թրամփներ, նաթանյահուներ են եկել-անցել, բայց իրանցիները շարունակել են այս աշխարհում գոյատևել ու իրենց պետությունը պահել». Ձյունիկ Աղաջանյան"
politics,"Հակոբ Արշակյանը հույս է հայտնել, որ Հունգարիան կաջակցի վիզաների ազատականացման երկխոսության գործընթացին"
politics,"Երբ պետք էր մեծ ընկերոջ օգնությունը, այն տեղ չհասավ, հիմա դիվերսիֆիկացնում ենք մեր ընկերներին․ Արարատ Միրզոյան"
politics,Հայաստանի ինքնիշխան տարածքներն «Արևմտյան Ադրբեջան» անվանող հռետորաբանությանը հակազդելը պատերազմի ցանկություն չէ. Արմեն Գևորգյան
politics,1963 տեղամասերի արդյունքները
politics,«Կարևոր առաջընթաց է». ԵՄ պաշտոնյաները ողջունել են 4 հայ գերիների ազատ արձակումը
politics,Սպիտակ տան արձագանքը Հայոց ցեղասպանության մասին ԱՄՆ փոխնախագահի գրառումը ջնջելուն
politics,Փարիզում կայացել է ՀՀ դեսպանության նոր շենքի բացման արարողությունը նախարար Ժան-Նոել Բարոյի մասնակցությամբ
politics,Նիկոլ Փաշինյանն ընդունել է Լիտվայի վարչապետ Ինգա Ռուգինիենեին և նրա գլխավորած պատվիրակությանը
politics,"«Այսօր չի կարող խոսք լինել խաղաղության մասին, երբ Բաքվի բանտերում կեղեքվում է հայ մարդը»․ Լիլիթ Գալստյան"
politics,Պահանջում ենք անհապաղ դադարեցնել Հանրային հեռուստատեսությամբ և ցանկացած այլ հարթակով քաղաքացիների դեմ ուղղված հոգեբանական տեռորն ու ապօրինի քարոզչությունը. ՀԱԿ
politics,Ակտիվությունը պահպանվում է. ընտրական տեղամասի դիմաց հերթ է
politics,Փաշինյանը ժամանել է Ստրասբուրգ՝ Եվրոպական խորհրդարանում ելույթով հանդես գալու
politics,Ռուսաստանից Ադրբեջանի տարածքով հեղուկ գազ կբերվի Հայաստան․ ՀՀ էկոնոմիկայի նախարարություն
politics,7 Գորիսի կամ Կապանի տարածք Հայաստանից այսօր ադրբեջանցիները զբաղեցրել են ու հետ չեն գնում. ՊՆ նախկին նախարար
politics,Արարատ Միրզոյանը և Մարթա Կոսը քննարկել են ժողովրդավարական բարեփոխումների և դիմակայունության ամրապնդման ուղղությամբ տարվող աշխատանքները
politics,Դավիթ Խուդաթյանի պարզաբանումը՝ Արմավիրի տարածաշրջանային քոլեջի ուսանողներին ՔՊ-ի նախընտրական քարոզարշավին մասնակցել պարտադրելու դեպքի վերաբերյալ
politics,"Ես իմ երեխուն եմ ուզում, իմ երեխուն վառեցիք Ազատ գյուղում. Սպիտակում Փաշինյանի հրահանգով հեռացրին զոհված զինվորի պապիկին"
politics,"Պետությունը պետք է կանգնած լինի աշխատող, ստեղծագործող մարդու կողքին, մենք ձեզ խոստանում ենք հենց դա. Լևոն Զուրաբյան"
politics,Այսօր կարեւոր է ազնվորեն պատասխանել մի քանի հարցի. Արման Թաթոյանը «Միասնության թեւերի» թիմի հետ այցելել է Ծիծեռնակաբերդի հուշահամալիր
politics,"Մեր նպատակը Թուրքիայի և Ադրբեջանի հետ իքնիշխան խաղաղության հաստատումն է, որի իրագործման համար էլ ակնկալում ենք քաղաքացիների վստահության քվեն. Լևոն Զուրաբյան"
politics,"Իններորդ գումարման Ազգային ժողովը, մեծ հաշվով, ՀՀ–ՌԴ դիմակայության արտացոլումն է. 1,08 % ստացած «Հանրապետություն» կուսակցություն"
politics,«Այս ժամանակահատվածում ի՞նչ հիմնական մարտահրավեր եք հայտնաբերել և ի՞նչ բողոքներ եք ստացել». Եվրոսիմա Պեյովիչը՝ Տիգրան Հակոբյանին
sport,"Չնայած ստացած վնասվածքին, Արթուր Ալեքսանյանը կգոտեմարտի օլիմպիական ոսկու համար"
sport,Ալեքսանդրա Գրիգորյանը նվաճեց ծանրամարտի Եվրոպայի չեմպիոնի կոչումը
sport,Վազգեն Թեւանյանը Փարիզում մեկնարկեց վրացուն հաղթելով
sport,Վրաստանի և Թուրքիայի ֆուտբոլի ֆեդերացիաները տուգանվել են երկրպագուների ծեծկռտուքի հետևանքով
sport,Համլետ Մանուկյանը՝ աշխարհի գավաթի խաղարկության ոսկե մեդալակիր
sport,Ծանրամարտի և ըմբշամարտի առաջնություններում Արարատի մարզի մարզիկները էական հաջողություններ են գրանցել
sport,Մրցաշարային աղյուսակը միանձնյա գլխավորում է Աստղիկ Հակոբյանը
sport,ՀՖՖ 6 անդամների անդամությունը ՀՖՖ-ին կասեցվեց
sport,Իշխան Զաքարյան. Խոսում ենք հայկական միասնականության մասին. խաղերը հենց դրան են միտված
sport,Լեւոն Արոնյանը այսօր մեկնարկում է 2020 Saint Louis Rapid & Blitz-ում
sport,Հայաստանի յոթ շախմատիստ կմեկնարկի Եվրոպայի կանանց առաջնությունում
sport,"Եվրոպայի առաջնությանը գյումրեցի 5 ծանրորդները նվաճեցին 2 ոսկե, 8 արծաթե, 3 բրոնզե մեդալ"
sport,Գագիկ Ղազարյանը 10:0 հաշվով հաղթել է թուրք ըմբիշին եւ մեդալի համար գոտեմարտելու է ադրբեջանցու հետ
sport,Արոնյան-Կարլսեն առաջին մրցամարտն ավարտվել է ոչ-ոքի
sport,"«Հպարտ ենք, որ ունենք Նազիկ Ավդալյան»․ Գյումրիում չեմպիոնուհու մասին ֆիլմ է նկարահանվում"
sport,"«Թող մյուսները գնան, բայց ես հետ եմ գալիս Հայաստան, որովհետեւ ես սիրում եմ իմ հայրենիքը». Արթուր Աբրահամը՝ սպորտի, քաղաքականության ու ընտանիքի մասին. տեսանյութ"
sport,Բռնցքամարտի կանանց հավաքականը սկսել է նախապատրաստվել աշխարհի առաջնությանը
sport,Մեր երիտասարդ բռնցքամարտիկները մեդալների բերքահավաք են արել Քութաիսում
sport,Գաբրիել Սարգսյանը Եվրոպայի առաջնությունում ընթանում է 5-րդ տեղում
sport,"Վստահ եմ՝ ծանրամարտի Եվրոպայի առաջնությունը ծնելու է նոր հերոսներ, որոնց սխրանքը ոգևորելու է շատերիս. Արայիկ Հարությունյան"
sport,Հայաստանի չորս գրոսմայստերներ առաջատարների մեջ են
sport,"Էլինա Ավանեսյանը Պեկինում անցավ երրորդ շրջան, իսկ Կարեն Խաչանովը առաջին հաղթանակը տարավ"
sport,Մեկ արծաթ եւ երկու բրոնզ՝ ըմբշամարտի Մ 17 ԱԱ-ում
sport,Լեւոն Արոնյանը սեւերով ոչ-ոքի արեց Հիկարու Նակամուրայի հետ
sport,Կանանց մրցաշարի եզրափակիչ տուրում Տաթեւ Աբրահամյանը սեւ խաղաքարերով պարտության է մատնել Նազի Պաիկիձեին
sport,Հայ շախմատիստները կմասնակցեն եվրոպայի ու աշխարհի առաջնություններին
sport,Արմենակ Գալոյանի անվան բաց հուշամրցաշար` Երևանի հրաձգության մանկապատանեկան մարզադպրոցում
sport,Մալխաս Ամոյանը ջախջախեց թուրք ըմբիշին ու մտավ եզրափակիչ
sport,"Հպարտ եմ, որ իմ խաղով ներկայացնելու եմ Հայաստանը Իսպանիայի Պրիմերայում. Լուան Բարբոսա"
sport,Կարեն Խաչանովը հաղթանակը բաց թողեց ձեռքից
sport,Կապանում անցկացվել է Մալոյան եղբայրների անվան աթլետիկայի 6-րդ միջազգային հուշամրցումը
sport,Ուսումնամարզական հավաքները կառավարության սահմանած չափաբաժիններով կազմակերպելու համար կտրվի բավարար ֆինանսավորում. Ժաննա Անդրեասյան
sport,«Փյունիկի» գլխավոր մարզիչ Եղիշե Մելիքյանը հրաժարվել է ՀՖՖ-ից ընդունել լավագույն մարզչի մրցանակը
sport,Էլինա Դանիելյանը բրոնզե մեդալ է նվաճել 3-րդ խաղատախտակի առջեւ մրցակցությունում
sport,"Արթուր Ալեքսանյանն ու Մալխաս Ամոյանը սկսում են պայքարը օլիմպիական խաղերում, իսկ Սլավիկ Գալստյանը նրանց կմիանա վաղը"
sport,Ովքեր են «ՀՀ վարչապետի գավաթ» սեղանի թենիսի սիրողական մրցաշարի հաղթողները
sport,Մագնուս Կարլսենը հետ է կանգնել իր որոշումից. ՖԻԴԵ-ի նախագահը հայտարարություն է տարածել
sport,Հայաստանի ազգային հավաքականն աստիճանաբար ամբողջանում է
sport,Եվրոպայի գործող կրկնակի չեմպիոնը մահացել է ծննդաբերությունից հետո
sport,Ինդիան-Ուելսում Կարեն Խաչանովի առաջին մրցակիցը բրազիլացի է
sport,Սերենա Ուիլյամսը վնասվածք է ստացել ու պարտվել է Վիկտորիա Ազարենկոյին
sport,Համահայկական ձմեռային երկրորդ խաղերի առաջին չեմպիոններն Աշոցքից են
sport,"Հովհաննես Փափազյանը տեխնիկական նոկաուտով հաղթել է կուբացուն, որը տեւական ժամանակ ուշքի չէր գալիս"
sport,Հայաստանի ինը շախմատիստ Ծաղկաձորում երկու հաղթանակ է տարել «A» խմբում
sport,"Ինչպես օլիմպիական խաղերում, այնպես էլ համահայկական խաղերում ամենակարևորը մասնակցությունն է․ տեղի է ունեցել Համահայկական ձմեռային երկրորդ խաղերի բացման հանդիսավոր արարողությունը"
sport,Առայժմ հստակ է միայն Դոհայի գավաթի խաղարկության ժամկետը
sport,«Մենք կարողություն ունենք նորանոր հաղթանակներ ուրվագծելու». Նաիրի Բարսեղյանին հանձնվեց օդապարիկով ամենաերկարատև առանց վայրէջքի թռիչքի ռեկորդի գրանցման վկայականը
sport,Ըմբիշները պատրաստվում են Եվրոպայի առաջնությանը եւ օլիմպիական վերջին վարկանիշային մրցաշարին
sport,Լեւոն Արոնյան. «Մենք դարձել ենք ահաբեկչության դեմ պայքարի ռուբիկոնը»
sport,"Լեւոն Արոնյան. «Այս ամենն ինձ սկսել է գյուղական շուկա հիշեցնել, և երբ իմ ամեն մի խոսքն ընկալվում է, թե ես ինչ-որ կողմ եմ ներկայացնում, արդեն զզվելի է դարձել»"
sport,Լեւոն Արոնյանը պարտություն է կրել
sport,Կարեն Խաչանովը հաղթել է Գրիգոր Դիմիտրովին
sport,ՈՒԵՖԱ-ն որոշում է կայացրել հետաձգել Հայաստան Մ-21-Ուկրաինա Մ-21 հանդիպումը
sport,Ալեքսանդր Պետրակով. «Ֆեդերացիան իմ առջեւ Եվրոպայի առաջնության եզրափակիչ մտնել փորձելու առաջադրանք է դրել»
sport,Հայաստանի երկու ըմբիշ կգոտեմարտի Մ17 Եվրոպայի առաջնության ոսկե մեդալի համար
sport,Գրոսմայստեր Կարեն Գրիգորյանը աշխարհի առաջնությունում լավագույն տասնյակում է
sport,Եղիշե Մելիքյան. «Ես չեմ վախենում պարտությունից եւ շատ մեծ ցանկություն ունեմ հաղթելու»
sport,"Գագիկ Ծառուկյանն իրավունք չունի հավակնելու ՀԱՕԿ նախագահի պաշտոնին, տարիքը թույլ չի տալիս․ Արայիկ Հարությունյան"
sport,"Ունենք որակ, և ցանկանում եմ, որ հասնենք փլեյ–օֆֆ փուլ․ «Նոայի» գլխավոր մարզիչ"
sport,Լիանա Գյուրջյանը նվաճեց աշխարհի երիտասարդների չեմպիոնի կոչումը
sport,«Դրոշն այրելուց հետո թուլացավ մեր՝ 2024-ին աշխարհի առաջնությունն անցկացնելու հնարավորությունը». Գիլոյան
sport,Մեկնարկել է Անդրանիկ Մարգարյանի 14-րդ հուշամրցաշարը
sport,Ֆերդինանդ Կարապետյանը լքեց պայքարը Եվրոպայի առաջնությունում
sport,Բռնցքամարտի Հայաստանի 2023 թ. չեմպիոնը որակազրկվել է հակադոպինգային կանոնների խախտման համար
sport,Հայաստանի բասկետբոլի հավաքականը հաղթեց Կոստա Ռիկայի հավաքականին
sport,Ռուսաստանում լրտեսության կասկածանքով ձերբակալել են ուկրաինացի նախկին ֆուտբոլիստի
sport,"Հաշվի առնելով մի շարք առերևույթ խախտումներ, ֆեդերացիան դիմել է դատական մարմիններին՝ վիճարկելով տեղի ունեցող գործընթացների օրինականությունը"
sport,Մեր օլիմպիական ազատ ոճայինները լավ մարզավիճակում են
sport,Հենրիխ Մխիթարյանին ՀՖՖ-ն ներկայացրել է տարվա լավագույն մարզիկների թեկնածուների մրցանակաբաշխությանը
sport,Խաչանով/Ռուբլյով զույգը հաղթանակով մեկնարկեց Ադելաիդայում
sport,2022 թվականին արձանագրվել է 268 կասկածելի խաղ
sport,Մեսսին Նեյմարին հրավիրել է «Մանչեսթեր Սիթի՞»
sport,"Յուրի Սաքունցը, քաշելով 13 տոննա քաշ ունեցող ավտոբուսը, սահմանեց Գինեսի նոր ռեկորդ"
sport,Ռոբերտ Սիմոնյանը` Սամբոյի երիտասարդների աշխարհի չեմպիոն
sport,Գյումրին ողջ աշխարհից մեծ թվով հյուրերի է սպասում․ քաղաքը պատրաստվում է համահայկական խաղերին
sport,Ըմբիշները մեկնում են Եվրոպայի առաջնություն
sport,Գյումրեցի Վահան Բիչախչյանը՝ այսօր խփած գոլից հետո
sport,Նիկոլ Փաշինյանը հանդիպել է «ՀՀ վարչապետի գավաթ» դպրոցականների թիմային խճուղավազքի մրցաշարի մասնակիցներին և խարույկի շուրջ զրուցել նրանց հետ
sport,"Փաշիկ Ալավերդյան. «Իրականություն է, որ ծանրամարտում արդյունքների տեսանկյունից մեր թշնամիները չեն կարող մեր կողքը կանգնել»"
sport,Էստոնիայի հավաքականը նախախաղային մարզում անցկացրեց «Հանրապետական» մարզադաշտում (Ֆոտոշարք)
sport,Հայաստանի երեք գրոսմայստերներ մասնակցում են վետերան շախմատիստների աշխարհի առաջնությանը
sport,"Գարիկ Կարապետյանը վնասվածք ստացավ, իսկ Տաթեւ Հակոբյանը գրավեց 13-րդ տեղը"
sport,Անհաջող մեկնարկ՝ ծանրամարտի աշխարհի երիտասարդական առաջնությունում
sport,Սամուել Սեւյանը ԱՄՆ օնլայն առաջնությունում ընթանում է 4-րդ հորիզոնականում
sport,Կարեն Խաչանովը հանդես կգա Հոնկոնգի մրցաշարում
sport,«Կարելի է ասել՝ կարիերայիս ամենակարևոր մենամարտն է լինելու». Վարշամ Գևորգյանը մենամարտի առաջարկը ստացել է ադրբեջանական կողմից
sport,Սամուել Սեւյանն ու Տաթեւ Աբրահամյանը հաղթանակ են տարել ԱՄՆ առաջնությունում
sport,«Լոկոմոտիվ» ֆուտբոլային ակումբը Լոզանի արբիտրաժային դատարանում հաղթել է ՀՖՖ-ին
sport,Լեւոն Արոնյանն ու Սամուել Սեւյանը ԱՄՆ առաջնությունը սկսում են միմյանց դեմ խաղալով
sport,Միլենա Խաչատրյանը 6-րդ տեղը զբաղեցրեց աշխարհի առաջնությունում
sport,Կարեն Խաչանովը Մոնրեալում դուրս մնաց պայքարից
sport,«Հարություն Մերդինյանը որպես հավաքականի ավագ բացեց մեդալների հաշվարկը եւ ոգեւորեց Արթուր Դավթյանին». Հակոբ Սերոբյան
sport,Գեւոր Ղահրամանյանը՝ 20 տարեկանների Եվրոպայի բրոնզե մեդալակիր
sport,Նարեկ Մանասյանը այսօրվա մենամարտերին հաղթական վերջակետ դրեց
sport,Ռոբերտ Հովհաննիսյանը միանձնյա հաղթող դարձավ Հայաստանի առաջնությունում
sport,Շախմատի համաշխարհային օլիմպիադան տեղափոխվել է Հնդկաստան
sport,«Աշխարհի առաջնության արդյունքներից ես գոհ եմ։ Մնացածը թող գնահատեն մյուսները»․ Հակոբ Սերոբյան
sport,Հայ պատանի բռնցքամարտիկները 2 ոսկե և 4 բրոնզե մեդալ են նվաճել Թուրքիայում կայացած ԵԱ-ում
sport,Հայաստանի շախմատիստները առաջընթաց են գրանցել արագ շախմատի աշխարհի առաջնությունում
sport,"Վատ լուր՝ Ռոման Աբրամովիչի, լավ՝ շեյխերի համար"
sport,Կարծում ենք՝ այս այցն ավելի կոգևորի երեխաներին. Ադելիա Պետրոսյանը ելույթ է ունեցել Երևանում՝ Մոսկվայի 876-ամյակին նվիրված միջոցառմանը
sport,Անդրանիկ Մարգարյանի հուշամրցաշարում խաղացվել է վեց տուր
sport,Հաղթական օր հայ բռնցքամարտիկների համար
sport,Հունահռոմեականները ԵԱ կմեկնեն փետրվարի 10-ին
sport,Մանուել Պետրոսյանը հաղթել է Տիգրան Պետրոսյանին
sport,Հայաստանի երեք մարմնամարզիկ աշխարհի գավաթի խաղարկության եզրափակչում է
sport,"Մարմնամարզության աշխարհի Գավաթ․ Վահագն Դավթյանը՝ չեմպիոն, Արթուր Ավետիսյանն՝ արծաթե, Հարություն Մերդինյանը՝ բրոնզե մեդալակիր"
sport,Մալխաս Ամոյանը՝ օլիմպիական խաղերի բրոնզե մեդալակիր
sport,Պատանի հունահռոմեականները աշխարհի առաջնությունից վերադառնում են դատարկ ձեռքերով
sport,«Միջազգային գործընկերները տպավորված էին Երևանում ֆուտզալի Չեմպիոնների լիգայի կազմակերպումից». Գիլոյան
sport,Ըմբշամարտի Հայաստանի ազգային հավաքականների գլխավոր մարզիչները որոշել են Եվրոպայի առաջնության մասնակիցներին
sport,ՀՖՖ Գործադիր կոմիտեն իր միաձայն աջակցությունը հայտնեց ՀՖՖ նախագահ Արմեն Մելիքբեկյանի թեկնածությանը ՈւԵՖԱ Գործադիր կոմիտեի անդամի առաջիկա ընտրություններում
sport,Ձմեռային ունիվերսիադան անորոշ ժամանակով հետաձգվել է
sport,ՖԻՖԱ-ի հերթական նախագահի դեմ քրեական գործ է հարուցվել
sport,«Փյունիկի» մի շարք ներկայացուցիչների մոտ ախտորոշված COVID-19-ի պատճառով եւս մի խաղ է հետաձգվել
sport,Հայաստանը աշխարհի առաջնությունում կունենա 11 բռնցքամարտիկ
sport,Լեռնադահուկորդ Հարություն Հարությունյանը 81 մասնակիցների շրջանում գրավել 59-րդ տեղը
sport,Առայժմ լավագույնները Աննա Սարգսյանն ու Ռոբերտ Հովհաննիսյանն են
sport,Նոր մարզագույքը կնպաստի ավելի բարձր արդյունքներ գրանցելուն. Փաշիկ Ալավերդյան
sport,"Մեկնարկել են բռնցքամարտի Հայաստանի մեծահասակների, երիտասարդների եւ կանանց առաջնությունները"
sport,Թուրքիայի Անթալիա քաղաքում անցկացվող աշխարհի գավաթ․ Վահագն Դավթյանը դուրս եկավ օղակների վարժության եզրափակիչ
sport,Բռնցքամարտի Հայաստանի հավաքականները հավաք են սկսել Ծաղկաձորում
sport,"Հովհաննես Հովսեփյան. «Հավակնում էր հինգ-վեց երկիր, բայց IBA-ն վստահեց մեզ»"
sport,"Հայաստանն ունի լավ մարզչական շտաբ, աշխարհում հայտնի մարզիկներ ու բանիմաց բժշկական անձնակազմ. Արայիկ Հարությունյան"
sport,«Ուրարտու»-ն ևս միանում է ՀՖՖ-ի ղեկավարության հրաժարականի վերաբերյալ պահանջին
sport,Արթուր Ալեքսանյանը երկրորդ օլիմպիական արծաթը նվաճեց
sport,Հայաստանի U20 երկու ըմբիշ կգոտեմարտի ԵԱ բրոնզե մեդալի համար
sport,Հայաստանի մարմնամարզության հավաքականն արդեն իր ուրույն տեղն է գրավել համաշխարհային սպորտում․ ԿԳՄՍՆ
sport,"«422 մեդալ ունենք, ռեկորդային ցուցանիշ է». ԿԳՄՍՆ-ում պարգևատրվել են մասսայական սպորտի միջոցառումների հաղթողները"
sport,«Լեռնային Արցախը» հանդես կգա VBET Հայաստանի Պրեմիեր Լիգայում
sport,Հայ մարզիկները գոհացնող արդյունք են ցուցադրել գնդակային հրաձգության Եվրոպայի առաջնությանը
sport,«Փյունիկը» հաղթեց «Կլուժին» ու դուրս եկավ հաջորդ փուլ
sport,Հայաստանին շնորհվել է սամբոյի աշխարհի գավաթի խաղարկությունների մշտական անցկացման իրավունքը
sport,Ինչո՞ւ է NBA-ի թուրք բասկետբոլիստը ատում Էրդողանին
sport,Մարգարիտա Գասպարյանը կիսատ թողեց Ստամբուլի մրցաշարը
sport,Խոակին Կապառոս. «Շատ հետաքրքիր վիճակահանություն էր. յուրաքանչյուր խաղում ձգտենք միավորներ վաստակել»
sport,Հայաստանից առայժմ լավագույնն են Ռոբերտ Հովհաննիսյանն ու Էլինա Դանիելյանը
sport,Որոշվեցին շախմատի Հայաստանի չեմպիոնուհին եւ մեդալակիրները
sport,Հենրիխ Մխիթարյանին ստանալու համար «Ռոման» պատրաստ է «Արսենալին» տալ Ջասթին Կլյույվերտին
sport,"Արասը շատ լավ մարդ է և ֆուտբոլիստ, ամեն ինչի էլ արժանի է, բայց ափսոսում եմ, որ մասնակցում է այս կլոունադային. Ռուբեն Հայրապետյան. Aysor"
sport,Հայաստանից Ստրանջայի մրցաշարին կմասնակցի 12 բռնցքամարտիկ
sport,"Պապիկյան. Ըմբշամարտի զինվորականների աշխարհի առաջնության կազմակերպումը վկայում է, որ Ռազմական սպորտի միջազգային խորհրդին անդամակցող 140 երկրների շարքում Հայաստանն ունի իր կայուն տեղը"
sport,Հայ շախմատիստները գլխավորում են Անդրանիկ Մարգարյանի հուշամրցաշարը
sport,Բազկամարտի մրցումներում Տավուշի մարզի հավաքականը հանրապետությունում գրավել է 2-րդ տեղը
sport,"ՈւԵՖԱ-ի ֆուտզալի Չեմպիոնների լիգայի եզրափակիչ մրցաշարի անցկացման նպատակով հատկացվել է 116,6 մլն դրամ"
sport,"Արման Ծառուկյան. «Հաղթողը որոշվում է միայն վերջում, եւ ես գնալու եմ մինչեւ վերջ»"
sport,Ամսվա լավագույն մարզիչն ու ֆուտբոլիստը «Փյունիկից» են
sport,Կարեն Խաչանովը չի մասնակցի Տորոնտոյի «Masters»-ին
sport,"«Նախարարությունը շարունակաբար հստակ, համակարգված քայլերով աջակցելու է ձեզ». ԿԳՄՍ նախարարն ընդունել է Օլիմպիական ուղեգիր նվաճած ազատոճային ըմբիշներին"
sport,Ավարտում եմ ֆուտբոլիստի իմ կարիերան. Էդգար Մանուչարյան
sport,Արթուր Ալեքսանյանը գնում է դեպի հերթական ոսկին
sport,Արցախցի Կարեն Սարգսյանը` սամբոյի աշխարհի գավաթի առաջնության չեմպիոն
sport,Արտակ Գրիգորյանը՝ VBET Հայաստանի Պրեմիեր Լիգայի՝ 2020/2021 մրցաշրջանի լավագույն ֆուտբոլիստ
sport,"Դոպինգ չեմ արել, գլխիս սարքում են․ Բռնցքամարտի Եվրոպայի երիտասարդական առաջնության չեմպիոն. Ա1+"
sport,Սլովենիայում «Արծաթե գոտու» մեկնարկային օրը Հայաստանից կմենամարտի երկու բռնցքամարտիկ
